city_pop,job,dob,trans_date,trans_time,amt,merchant,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day,customer_txn_count,avg_amt_per_customer,merchant_txn_count,gender_M,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
45006,200,1962-02-15,2023-03-19,14:34:11,54.69,652,3,8,13,41358,4,0,6,1,15.29,36.35,33.52,2118.83,84129.55,154511.01,5,7,21,40,10,30.962,195,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43037,133,1991-02-17,2022-07-20,10:40:45,63.91,300,1,6,12,359,11,0,2,0,86.96,70.89,24.05,2761.74,45825.96,412479.13,3,5,11,18,25,112.7948,83,False,False,False,False,False,False,False,False,True,False,False,False,False,False
147876,48,1965-05-22,2022-06-25,09:03:01,9.39,395,4,9,19,64814,13,0,5,1,18.14,86.71,42.98,930.3,79306.98,350314.48,1,3,15,37,12,49.725,192,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31558,244,2004-05-02,2022-12-16,22:59:21,2.6,458,0,1,11,18619,6,0,4,0,35.42,12.3,39.82,3032.02,89222.15,41611.4,7,10,15,47,16,146.19625,132,False,True,False,False,False,False,False,False,False,False,False,False,False,False
67918,524,1952-11-27,2023-03-17,17:58:25,16.52,537,1,2,9,19148,5,0,4,0,38.37,88.95,45.89,607.37,91997.49,201021.07,2,10,19,13,7,38.480000000000004,171,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7822,480,1971-10-18,2022-09-20,02:28:05,220.04,640,3,7,13,83018,6,0,1,0,28.47,80.71,7.88,2271.46,57010.19,720716.23,0,10,21,14,13,96.32076923076923,213,False,False,False,False,False,False,False,False,False,False,False,False,True,False
105585,212,1999-08-17,2022-12-26,21:41:32,5.58,526,2,6,16,79293,7,0,0,0,62.61,21.51,64.26,2819.22,6003.07,673279.35,0,3,15,48,29,59.08965517241379,114,True,False,False,False,False,True,False,False,False,False,False,False,False,False
57355,529,2002-06-25,2022-12-31,13:26:33,1.98,515,0,3,12,41690,18,0,5,1,32.55,65.98,33.61,3722.13,95493.84,760957.44,6,13,18,38,18,26.424444444444443,111,True,False,False,False,False,True,False,False,False,False,False,False,False,False
109212,343,1952-04-28,2022-07-20,10:47:25,84.49,140,5,10,18,18730,5,0,2,0,79.11,28.81,2.95,3777.85,54835.26,413854.28,1,1,8,31,6,92.41000000000001,71,True,False,False,False,False,False,False,False,True,False,False,False,False,False
717255,608,1976-07-20,2022-09-17,21:57:43,1.45,486,1,6,14,75182,5,0,5,1,67.74,7.46,57.57,1406.31,95018.32,791453.52,4,9,10,15,25,76.06320000000001,152,False,False,False,False,False,False,False,False,False,False,False,True,False,False
181438,67,1989-11-05,2022-09-08,16:28:01,7.04,682,6,9,19,66250,20,0,3,0,65.66,49.29,56.41,465.3,32709.95,610819.58,1,6,6,47,14,47.53428571428571,138,True,False,False,False,False,False,False,False,False,True,False,False,False,False
22141,80,1987-03-12,2023-01-13,18:04:06,88.68,413,1,1,8,25052,12,0,4,0,20.53,41.42,8.54,4447.98,23327.4,1056090.84,0,4,14,9,8,50.88,177,False,False,False,False,False,False,True,False,False,False,False,False,False,False
30524,177,1972-01-22,2022-08-09,07:24:57,68.66,137,5,6,16,26496,3,1,1,0,36.74,74.54,30.7,2414.03,72391.54,1022677.02,3,12,14,30,13,49.090769230769226,152,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6340,513,2004-03-21,2022-12-22,23:13:22,12.99,316,3,8,14,51179,14,0,3,0,58.02,55.06,32.68,2512.94,20588.89,920507.09,6,15,19,41,41,53.3009756097561,340,True,True,False,False,False,False,False,False,False,False,False,False,False,False
128125,404,1988-10-15,2022-07-07,00:47:58,67.74,415,1,1,6,47277,15,0,3,0,46.18,11.45,41.27,2313.89,26578.85,121506.77,2,11,14,38,18,87.87166666666667,187,False,False,False,False,True,False,False,False,False,False,False,False,False,False
28776,84,1976-07-20,2022-11-05,16:46:44,13.47,409,6,8,16,58681,22,1,5,1,56.94,73.59,62.73,3709.22,63310.82,293266.56,5,5,11,39,23,55.16304347826087,215,True,False,False,False,False,False,False,False,False,False,False,False,True,False
71485,621,1991-02-25,2022-12-24,21:30:20,66.93,223,6,10,17,69588,11,0,5,1,2.53,60.22,18.7,2016.21,13041.89,477639.9,2,13,18,29,17,117.42999999999999,119,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6627,594,1999-11-19,2022-12-31,13:08:44,85.64,124,2,7,14,17949,1,1,5,1,59.15,12.25,2.33,3262.75,57469.06,596321.31,5,6,20,16,28,52.815,116,False,False,False,False,False,True,False,False,False,False,False,False,False,False
201862,133,1998-12-20,2022-07-30,23:14:32,8.65,426,1,6,15,45499,4,0,5,1,56.48,41.68,58.2,1585.32,21227.28,240782.0,7,8,20,15,23,80.0495652173913,100,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32334,253,1987-09-04,2022-07-14,10:40:23,40.71,206,2,4,10,56020,4,0,3,0,84.01,29.95,15.38,2609.26,13789.69,935043.13,7,11,19,45,35,96.53285714285714,84,False,False,False,False,False,False,False,False,True,False,False,False,False,False
447,551,1964-05-26,2022-09-21,06:25:12,27.58,594,5,6,16,54123,5,0,2,0,15.88,61.3,27.99,1944.73,42277.45,253660.72,0,5,12,27,21,41.27619047619048,156,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1382480,74,1976-03-29,2022-08-02,00:47:06,26.38,673,6,8,15,62479,2,1,1,0,43.15,18.94,60.94,4921.82,78849.82,557982.29,5,10,17,25,32,42.6334375,121,False,False,False,False,False,False,False,False,False,True,False,False,False,False
61526,603,1993-06-08,2023-01-25,23:22:23,24.5,364,5,6,11,17713,5,0,2,0,19.23,27.15,35.56,2982.15,83705.7,214057.26,4,7,8,28,25,50.298,190,True,False,False,False,False,False,True,False,False,False,False,False,False,False
316665,386,1988-06-19,2022-12-12,15:13:13,31.64,104,4,7,17,49907,1,1,0,0,52.4,53.02,21.3,4799.86,68704.73,81448.9,3,15,19,18,21,114.59285714285713,161,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2383912,424,2001-10-19,2022-06-23,07:50:13,65.09,119,5,10,20,60813,13,0,3,0,69.96,37.57,11.33,3889.9,56507.57,1079672.66,6,13,16,50,8,45.886250000000004,163,False,False,True,False,False,False,False,False,False,False,False,False,False,False
93613,559,1982-12-24,2022-07-29,02:13:39,80.85,673,1,4,13,34260,5,0,4,0,64.07,71.39,66.27,2044.56,68691.5,433355.59,1,15,21,15,25,73.796,121,False,False,False,False,False,False,False,False,False,True,False,False,False,False
302309,569,1961-07-08,2022-09-06,02:48:08,16.22,649,2,4,13,27680,1,1,1,0,10.86,60.91,11.75,1029.57,15797.44,500100.95,2,15,18,17,10,31.912,135,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47736,197,1998-05-19,2022-12-24,21:56:27,2.59,654,1,1,7,51383,2,1,5,1,12.01,67.95,20.11,233.98,69845.71,365713.24,5,14,17,18,6,49.26333333333334,124,True,False,False,False,False,True,False,False,False,False,False,False,False,False
62135,43,1999-05-01,2022-05-16,09:13:11,72.02,285,6,10,15,38187,9,0,0,0,71.98,13.29,28.54,3398.5,32616.12,942406.91,3,12,22,43,23,20.52565217391304,182,True,False,True,False,False,False,False,False,False,False,False,False,False,False
237282,127,1987-02-27,2023-03-08,18:04:22,2.42,112,2,2,11,982,21,1,2,0,35.76,61.49,67.15,2420.74,52951.61,847501.14,0,1,19,36,10,35.343,183,True,False,False,False,False,False,False,True,False,False,False,False,False,False
236660,515,1979-02-01,2022-12-06,23:21:18,133.14,283,0,2,10,2716,7,0,1,0,32.93,70.44,26.58,1382.52,6459.86,645135.89,3,14,16,43,13,88.3323076923077,164,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23006,127,1978-06-20,2022-09-09,00:19:53,665.67,533,4,8,13,73011,13,0,4,0,47.79,86.9,9.7,4482.8,99249.15,744708.66,2,4,10,21,13,82.65615384615384,177,True,False,False,False,True,False,False,False,False,False,False,False,False,False
940359,207,1963-08-30,2022-06-27,10:43:52,12.61,543,0,5,10,83748,4,0,0,0,68.47,79.79,20.66,3150.39,67571.65,816718.91,3,15,15,17,5,27.839999999999996,209,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31036,632,1991-11-15,2022-07-19,00:10:40,24.3,447,0,4,13,59738,4,0,1,0,7.48,18.01,50.74,713.94,55375.12,669339.77,4,13,21,26,4,99.64500000000001,206,True,False,False,False,True,False,False,False,False,False,False,False,False,False
60240,569,1967-12-12,2023-03-24,19:35:23,85.65,199,6,6,16,35022,14,0,4,0,34.38,11.12,55.87,1701.32,86653.7,497040.92,0,7,9,14,15,138.1953333333333,157,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2906700,272,1992-01-21,2023-03-22,21:49:03,13.09,671,4,4,9,46308,8,0,2,0,79.17,26.4,69.71,579.59,36226.12,581439.56,4,4,20,33,21,64.68333333333334,147,True,False,False,False,False,False,False,True,False,False,False,False,False,False
229807,259,1985-07-10,2022-12-13,22:45:03,31.22,388,5,5,11,68146,11,0,1,0,57.94,69.28,26.24,3860.9,6481.44,874031.34,1,15,15,48,12,25.049166666666665,151,True,True,False,False,False,False,False,False,False,False,False,False,False,False
183865,10,1942-06-03,2023-04-15,19:28:54,96.58,577,5,6,12,65435,23,1,5,1,17.21,23.0,5.51,272.52,56405.55,614298.53,0,13,21,35,12,151.95916666666668,132,False,False,False,False,False,False,False,False,False,False,True,False,False,False
33307,291,1981-07-04,2023-03-09,12:40:11,20.62,683,3,5,15,66315,20,0,3,0,23.49,4.56,65.1,3099.76,56519.05,280315.89,0,9,22,15,12,95.07249999999999,181,False,False,False,False,False,False,False,True,False,False,False,False,False,False
43792,183,1978-11-04,2023-04-24,14:45:52,254.63,30,3,7,15,34362,0,1,0,0,56.27,47.44,53.69,2195.97,16524.23,753212.13,3,12,22,33,15,202.254,148,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34934,63,1931-06-03,2023-01-06,20:31:33,138.75,211,1,6,11,52607,17,0,4,0,70.48,78.8,33.08,3761.1,55128.8,116057.07,5,13,17,17,8,61.864999999999995,172,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6712,526,1981-07-24,2022-12-05,16:11:23,1.02,561,6,10,19,55339,12,0,0,0,1.01,19.36,7.95,4389.34,24459.19,714235.43,6,10,11,47,26,92.21384615384615,161,False,True,False,False,False,False,False,False,False,False,False,False,False,False
142158,154,1995-06-16,2022-10-19,15:49:22,49.29,224,3,6,13,54567,2,1,2,0,16.34,30.38,67.61,3682.88,91808.89,155149.26,4,11,23,12,17,86.39470588235294,187,True,False,False,False,False,False,False,False,False,False,False,False,True,False
